Gene stable ID	Transcript stable ID	Protein stable ID	Gene name	NCBI gene (formerly Entrezgene) ID
YDR326C	YDR326C_mRNA	YDR326C	YSP2	851926
YOR196C	YOR196C_mRNA	YOR196C	LIP5	854371
YLL006W	YLL006W_mRNA	YLL006W	MMM1	850654
YPR056W	YPR056W_mRNA	YPR056W	TFB4	856169
YOR350C	YOR350C_mRNA	YOR350C	MNE1	854532
YOL137W	YOL137W_mRNA	YOL137W	BSC6	853983
YAR027W	YAR027W_mRNA	YAR027W	UIP3	851279
YBR230C	YBR230C_mRNA	YBR230C	OM14	852531
YPL223C	YPL223C_mRNA	YPL223C	GRE1	855878
YCR035C	YCR035C_mRNA	YCR035C	RRP43	850401
YGL174W	YGL174W_mRNA	YGL174W	BUD13	852701
YDL033C	YDL033C_mRNA	YDL033C	SLM3	851529
YLR443W	YLR443W_mRNA	YLR443W	ECM7	851164
YOR122C	YOR122C_mRNA	YOR122C	PFY1	854289
YJL149W	YJL149W_mRNA	YJL149W	DAS1	853292
YKL100W-A	YKL100W-A_mRNA	YKL100W-A		
YOR256C	YOR256C_mRNA	YOR256C	TRE2	854430
YAL030W	YAL030W_mRNA	YAL030W	SNC1	851203
YBR040W	YBR040W_mRNA	YBR040W	FIG1	852328
YPR010C-A	YPR010C-A_mRNA	YPR010C-A		5142379
YER012W	YER012W_mRNA	YER012W	PRE1	856731
YKL035W	YKL035W_mRNA	YKL035W	UGP1	853830
YLR325C	YLR325C_mRNA	YLR325C	RPL38	851035
YDR398W	YDR398W_mRNA	YDR398W	UTP5	852007
YMR201C	YMR201C_mRNA	YMR201C	RAD14	855241
YCR002C	YCR002C_mRNA	YCR002C	CDC10	850358
YDL031W	YDL031W_mRNA	YDL031W	DBP10	851530
YMR007W	YMR007W_mRNA	YMR007W		
YLR080W	YLR080W_mRNA	YLR080W	EMP46	850769
YHR113W	YHR113W_mRNA	YHR113W	APE4	856513
YFL068W	YFL068W_mRNA	YFL068W		850476
YLR145W	YLR145W_mRNA	YLR145W	RMP1	850837
YEL016C	YEL016C_mRNA	YEL016C	NPP2	856699
YOL094C	YOL094C_mRNA	YOL094C	RFC4	854059
YIL169C	YIL169C_mRNA	YIL169C		854637
YOR336W	YOR336W_mRNA	YOR336W	KRE5	854514
YHR085W	YHR085W_mRNA	YHR085W	IPI1	856485
YNL002C	YNL002C_mRNA	YNL002C	RLP7	855730
YDR354C-A	YDR354C-A_mRNA	YDR354C-A		
YMR066W	YMR066W_mRNA	YMR066W	SOV1	855088
YLR058C	YLR058C_mRNA	YLR058C	SHM2	850747
YMR016C	YMR016C_mRNA	YMR016C	SOK2	855030
YGR288W	YGR288W_mRNA	YGR288W	MAL13	853205
YMR031C	YMR031C_mRNA	YMR031C	EIS1	855047
YBR025C	YBR025C_mRNA	YBR025C	OLA1	852313
YDL077C	YDL077C_mRNA	YDL077C	VAM6	851482
YLR210W	YLR210W_mRNA	YLR210W	CLB4	850907
YGL100W	YGL100W_mRNA	YGL100W	SEH1	852778
YBR089W	YBR089W_mRNA	YBR089W		
YDL135C	YDL135C_mRNA	YDL135C	RDI1	851420
YGL014W	YGL014W_mRNA	YGL014W	PUF4	852870
YKL027W	YKL027W_mRNA	YKL027W	TCD2	853841
tN(GUU)L	tN(GUU)L_tRNA			
YGL065C	YGL065C_mRNA	YGL065C	ALG2	852815
YDR064W	YDR064W_mRNA	YDR064W	RPS13	851636
YBL060W	YBL060W_mRNA	YBL060W	YEL1	852219
YGR126W	YGR126W_mRNA	YGR126W		853027
YNL120C	YNL120C_mRNA	YNL120C		
YOR174W	YOR174W_mRNA	YOR174W	MED4	854345
YER040W	YER040W_mRNA	YER040W	GLN3	856763
YOR275C	YOR275C_mRNA	YOR275C	RIM20	854449
YPL254W	YPL254W_mRNA	YPL254W	HFI1	855821
YPR088C	YPR088C_mRNA	YPR088C	SRP54	856203
YDL072C	YDL072C_mRNA	YDL072C	YET3	851487
YDR053W	YDR053W_mRNA	YDR053W		
YLR269C	YLR269C_mRNA	YLR269C		
YDL012C	YDL012C_mRNA	YDL012C		851550
YNL052W	YNL052W_mRNA	YNL052W	COX5A	855675
YDR482C	YDR482C_mRNA	YDR482C	CWC21	852093
YMR262W	YMR262W_mRNA	YMR262W		855304
YDL070W	YDL070W_mRNA	YDL070W	BDF2	851488
YKL153W	YKL153W_mRNA	YKL153W		
YBR209W	YBR209W_mRNA	YBR209W		
YHR160C	YHR160C_mRNA	YHR160C	PEX18	856565
YBL054W	YBL054W_mRNA	YBL054W	TOD6	852226
YLR343W	YLR343W_mRNA	YLR343W	GAS2	851056
YDR464C-A	YDR464C-A_mRNA	YDR464C-A		
YJL117W	YJL117W_mRNA	YJL117W	PHO86	853325
tL(CAA)N	tL(CAA)N_tRNA			
YIL005W	YIL005W_mRNA	YIL005W	EPS1	854812
YKR079C	YKR079C_mRNA	YKR079C	TRZ1	853954
YGL188C	YGL188C_mRNA	YGL188C		
YDR410C	YDR410C_mRNA	YDR410C	STE14	852019
YNL103W-A	YNL103W-A_mRNA	YNL103W-A		
YPR197C	YPR197C_mRNA	YPR197C		
YNR039C	YNR039C_mRNA	YNR039C	ZRG17	855775
YDL114W-A	YDL114W-A_mRNA	YDL114W-A		
YKR018C	YKR018C_mRNA	YKR018C		853888
YEL026W	YEL026W_mRNA	YEL026W	SNU13	856687
YOR044W	YOR044W_mRNA	YOR044W	IRC23	854209
YMR300C	YMR300C_mRNA	YMR300C	ADE4	855346
YPL073C	YPL073C_mRNA	YPL073C		
YPL058C	YPL058C_mRNA	YPL058C	PDR12	856049
YLL015W	YLL015W_mRNA	YLL015W	BPT1	850645
YDL022C-A	YDL022C-A_mRNA	YDL022C-A		13393611
YML082W	YML082W_mRNA	YML082W		854892
YKR089C	YKR089C_mRNA	YKR089C	TGL4	853964
YKL116C	YKL116C_mRNA	YKL116C	PRR1	853744
YGL018C	YGL018C_mRNA	YGL018C	JAC1	852866
YOR346W	YOR346W_mRNA	YOR346W	REV1	854527
YBR010W	YBR010W_mRNA	YBR010W	HHT1	855700
YBR010W	YBR010W_mRNA	YBR010W	HHT1	852295
YFL045C	YFL045C_mRNA	YFL045C	SEC53	850499
tW(CCA)J	tW(CCA)J_tRNA			
YEL021W	YEL021W_mRNA	YEL021W	URA3	856692
YBR067C	YBR067C_mRNA	YBR067C	TIP1	852359
tA(AGC)F	tA(AGC)F_tRNA			
YLR406C-A	YLR406C-A_mRNA	YLR406C-A		1466423
YDR432W	YDR432W_mRNA	YDR432W	NPL3	852042
YOR014W	YOR014W_mRNA	YOR014W	RTS1	854179
YLR007W	YLR007W_mRNA	YLR007W	NSE1	850693
YBR238C	YBR238C_mRNA	YBR238C		852540
YDL152W	YDL152W_mRNA	YDL152W		
YER076C	YER076C_mRNA	YER076C		856809
tE(CUC)D	tE(CUC)D_tRNA			
YBR047W	YBR047W_mRNA	YBR047W	FMP23	852336
YNL162W-A	YNL162W-A_mRNA	YNL162W-A		855559
YJL060W	YJL060W_mRNA	YJL060W	BNA3	853386
YOL069W	YOL069W_mRNA	YOL069W	NUF2	854085
YLR323C	YLR323C_mRNA	YLR323C	CWC24	851033
YOR298C-A	YOR298C-A_mRNA	YOR298C-A	MBF1	854474
YNL007C	YNL007C_mRNA	YNL007C	SIS1	855725
YBR142W	YBR142W_mRNA	YBR142W	MAK5	852439
tN(GUU)G	tN(GUU)G_tRNA			
YDL240C-A	YDL240C-A_mRNA	YDL240C-A		
YDL232W	YDL232W_mRNA	YDL232W	OST4	851366
YHR026W	YHR026W_mRNA	YHR026W	VMA16	856421
tS(AGA)E	tS(AGA)E_tRNA			
YDL159W-A	YDL159W-A_mRNA	YDL159W-A		851395
YNL035C	YNL035C_mRNA	YNL035C		855695
YDR115W	YDR115W_mRNA	YDR115W	MRX14	851692
YCL048W	YCL048W_mRNA	YCL048W	SPS22	850309
YMR064W	YMR064W_mRNA	YMR064W	AEP1	855086
YDR169C	YDR169C_mRNA	YDR169C	STB3	851747
YBL091C	YBL091C_mRNA	YBL091C	MAP2	852187
YCR045W-A	YCR045W-A_mRNA	YCR045W-A		
YPR200C	YPR200C_mRNA	YPR200C	ARR2	856330
YLL030C	YLL030C_mRNA	YLL030C	RRT7	
YFR009W	YFR009W_mRNA	YFR009W	GCN20	850561
YNL317W	YNL317W_mRNA	YNL317W	PFS2	855399
YBL093C	YBL093C_mRNA	YBL093C	ROX3	852184
YLR266C	YLR266C_mRNA	YLR266C	PDR8	850971
YKL155C	YKL155C_mRNA	YKL155C	RSM22	853701
YAR007C	YAR007C_mRNA	YAR007C	RFA1	851266
YHL048C-A	YHL048C-A_mRNA	YHL048C-A		1466524
YIL106W	YIL106W_mRNA	YIL106W	MOB1	854700
YGL068W	YGL068W_mRNA	YGL068W	MNP1	852811
YPR172W	YPR172W_mRNA	YPR172W		856302
tF(GAA)P2	tF(GAA)P2_tRNA			
YML011C	YML011C_mRNA	YML011C	RAD33	854998
YNL001W	YNL001W_mRNA	YNL001W	DOM34	855731
YLL055W	YLL055W_mRNA	YLL055W	YCT1	850671
YKL214C	YKL214C_mRNA	YKL214C	YRA2	853666
YOR194C	YOR194C_mRNA	YOR194C	TOA1	854369
YER115C	YER115C_mRNA	YER115C	SPR6	856851
tL(UAA)B2	tL(UAA)B2_tRNA			
YHR059W	YHR059W_mRNA	YHR059W	FYV4	856456
YKL039W	YKL039W_mRNA	YKL039W	PTM1	853827
YOR002W	YOR002W_mRNA	YOR002W	ALG6	854163
YDR478W	YDR478W_mRNA	YDR478W	SNM1	852089
YJL146W	YJL146W_mRNA	YJL146W	IDS2	853295
YDR206W	YDR206W_mRNA	YDR206W	EBS1	851787
YOL134C	YOL134C_mRNA	YOL134C		
YPR108W	YPR108W_mRNA	YPR108W	RPN7	856223
YLR278C	YLR278C_mRNA	YLR278C		850984
YMR111C	YMR111C_mRNA	YMR111C		855138
YKR101W	YKR101W_mRNA	YKR101W	SIR1	853976
YMR097C	YMR097C_mRNA	YMR097C	MTG1	855122
YDR014W	YDR014W_mRNA	YDR014W	RAD61	851577
YER068C-A	YER068C-A_mRNA	YER068C-A		
YOR394W	YOR394W_mRNA	YOR394W	PAU21	855847
YOR394W	YOR394W_mRNA	YOR394W	PAU21	854576
YDR457W	YDR457W_mRNA	YDR457W	TOM1	852068
YOR017W	YOR017W_mRNA	YOR017W	PET127	854182
tE(UUC)E2	tE(UUC)E2_tRNA			
YNL094W	YNL094W_mRNA	YNL094W	APP1	855630
YDR083W	YDR083W_mRNA	YDR083W	RRP8	851656
YBL007C	YBL007C_mRNA	YBL007C	SLA1	852276
YKR013W	YKR013W_mRNA	YKR013W	PRY2	853882
YDL171C	YDL171C_mRNA	YDL171C	GLT1	851383
tR(ACG)J	tR(ACG)J_tRNA			
YBL064C	YBL064C_mRNA	YBL064C	PRX1	852215
YEL007W	YEL007W_mRNA	YEL007W	MIT1	856711
YBL088C	YBL088C_mRNA	YBL088C	TEL1	852190
YPL127C	YPL127C_mRNA	YPL127C	HHO1	855976
YLR033W	YLR033W_mRNA	YLR033W	RSC58	850720
YJL136C	YJL136C_mRNA	YJL136C	RPS21B	853305
YDR024W	YDR024W_mRNA	YDR024W	FYV1	
YDL004W	YDL004W_mRNA	YDL004W	ATP16	851560
snR81	snR81_snoRNA			
YPR002W	YPR002W_mRNA	YPR002W	PDH1	856108
YBR023C	YBR023C_mRNA	YBR023C	CHS3	852311
YOR268C	YOR268C_mRNA	YOR268C		854442
YLR271W	YLR271W_mRNA	YLR271W	CMG1	850976
YGR177C	YGR177C_mRNA	YGR177C	ATF2	853088
YHL039W	YHL039W_mRNA	YHL039W	EFM1	856346
YGR296W	YGR296W_mRNA	YGR296W	YRF1-3	855846
YGR296W	YGR296W_mRNA	YGR296W	YRF1-3	853213
Q0075	Q0075_mRNA	Q0075	AI5_BETA	854599
YGR068C	YGR068C_mRNA	YGR068C	ART5	852960
YOR142W	YOR142W_mRNA	YOR142W	LSC1	854310
YLR096W	YLR096W_mRNA	YLR096W	KIN2	850785
YHL043W	YHL043W_mRNA	YHL043W	ECM34	856342
YKR042W	YKR042W_mRNA	YKR042W	UTH1	853916
YHR024C	YHR024C_mRNA	YHR024C	MAS2	856419
YDR065W	YDR065W_mRNA	YDR065W	RRG1	851637
YKL191W	YKL191W_mRNA	YKL191W	DPH2	853643
YMR110C	YMR110C_mRNA	YMR110C	HFD1	855137
YGR217W	YGR217W_mRNA	YGR217W	CCH1	853131
YGR035W-A	YGR035W-A_mRNA	YGR035W-A		1466457
YLR234W	YLR234W_mRNA	YLR234W	TOP3	850935
YBR002C	YBR002C_mRNA	YBR002C	RER2	852287
YMR157C	YMR157C_mRNA	YMR157C	AIM36	855189
YPL266W	YPL266W_mRNA	YPL266W	DIM1	855862
YLR296W	YLR296W_mRNA	YLR296W		
YBR246W	YBR246W_mRNA	YBR246W	RRT2	852548
YOR379C	YOR379C_mRNA	YOR379C		
YGL167C	YGL167C_mRNA	YGL167C	PMR1	852709
YJR161C	YJR161C_mRNA	YJR161C	COS5	853626
YGR050C	YGR050C_mRNA	YGR050C		852941
YPL081W	YPL081W_mRNA	YPL081W	RPS9A	856024
YPL225W	YPL225W_mRNA	YPL225W		855876
YJR140C	YJR140C_mRNA	YJR140C	HIR3	853605
YER070W	YER070W_mRNA	YER070W	RNR1	856801
YDL034W	YDL034W_mRNA	YDL034W		
YLR262C	YLR262C_mRNA	YLR262C	YPT6	850966
YGR187C	YGR187C_mRNA	YGR187C	HGH1	853099
YBR147W	YBR147W_mRNA	YBR147W	RTC2	852444
YOR330C	YOR330C_mRNA	YOR330C	MIP1	854508
YPL155C	YPL155C_mRNA	YPL155C	KIP2	855948
YGL169W	YGL169W_mRNA	YGL169W	SUA5	852707
YIL149C	YIL149C_mRNA	YIL149C	MLP2	854657
YIL147C	YIL147C_mRNA	YIL147C	SLN1	854659
YJL221C	YJL221C_mRNA	YJL221C	IMA4	854635
YJL221C	YJL221C_mRNA	YJL221C	IMA4	853235
YCL069W	YCL069W_mRNA	YCL069W	VBA3	850290
YML074C	YML074C_mRNA	YML074C	FPR3	854901
YJR030C	YJR030C_mRNA	YJR030C	RBH2	853487
YDR111C	YDR111C_mRNA	YDR111C	ALT2	851690
YDR128W	YDR128W_mRNA	YDR128W	MTC5	851706
YJL119C	YJL119C_mRNA	YJL119C		
YER080W	YER080W_mRNA	YER080W	AIM9	856813
YER052C	YER052C_mRNA	YER052C	HOM3	856778
YHR033W	YHR033W_mRNA	YHR033W		856428
tP(UGG)F	tP(UGG)F_tRNA		SUF9	
YDR159W	YDR159W_mRNA	YDR159W	SAC3	851737
tQ(UUG)L	tQ(UUG)L_tRNA			
YBL029C-A	YBL029C-A_mRNA	YBL029C-A		852251
YOL151W	YOL151W_mRNA	YOL151W	GRE2	854014
YDR118W-A	YDR118W-A_mRNA	YDR118W-A		
YBL063W	YBL063W_mRNA	YBL063W	KIP1	852216
YKL104C	YKL104C_mRNA	YKL104C	GFA1	853757
tC(GCA)P1	tC(GCA)P1_tRNA			
YEL068C	YEL068C_mRNA	YEL068C		856641
YLL005C	YLL005C_mRNA	YLL005C	SPO75	850655
YDR118W	YDR118W_mRNA	YDR118W	APC4	851696
YCL057W	YCL057W_mRNA	YCL057W	PRD1	850301
YER132C	YER132C_mRNA	YER132C	PMD1	856869
Q0140	Q0140_mRNA	Q0140	VAR1	854586
YOL138C	YOL138C_mRNA	YOL138C	RTC1	853982
YML021C	YML021C_mRNA	YML021C	UNG1	854987
YPL210C	YPL210C_mRNA	YPL210C	SRP72	855891
YFR034W-A	YFR034W-A_mRNA	YFR034W-A		
YNL122C	YNL122C_mRNA	YNL122C		855601
YDL234C	YDL234C_mRNA	YDL234C	GYP7	851364
YLR014C	YLR014C_mRNA	YLR014C	PPR1	850701
YLR404W	YLR404W_mRNA	YLR404W		851120
YHR119W	YHR119W_mRNA	YHR119W	SET1	856519
YOL019W	YOL019W_mRNA	YOL019W		854141
YMR183C	YMR183C_mRNA	YMR183C	SSO2	855221
YDL098C	YDL098C_mRNA	YDL098C	SNU23	851460
YKL118W	YKL118W_mRNA	YKL118W		
YLR153C	YLR153C_mRNA	YLR153C	ACS2	850846
YBR013C	YBR013C_mRNA	YBR013C		852300
YFR032C-B	YFR032C-B_mRNA	YFR032C-B		1466402
YLR078C	YLR078C_mRNA	YLR078C	BOS1	850767
YMR161W	YMR161W_mRNA	YMR161W	HLJ1	855196
YNL058C	YNL058C_mRNA	YNL058C		855667
YER047C	YER047C_mRNA	YER047C	SAP1	856771
tT(UGU)G2	tT(UGU)G2_tRNA			
YDL010W	YDL010W_mRNA	YDL010W	GRX6	851551
YNL313C	YNL313C_mRNA	YNL313C	EMW1	855403
YDL065C	YDL065C_mRNA	YDL065C	PEX19	851494
YDR349C	YDR349C_mRNA	YDR349C	YPS7	851950
YKL034W	YKL034W_mRNA	YKL034W	TUL1	853832
YDR050C	YDR050C_mRNA	YDR050C	TPI1	851620
YDR284C	YDR284C_mRNA	YDR284C	DPP1	851878
YOR311C	YOR311C_mRNA	YOR311C	DGK1	854488
YMR030W-A	YMR030W-A_mRNA	YMR030W-A		1466499
YNL025C	YNL025C_mRNA	YNL025C	SSN8	855706
YHR146W	YHR146W_mRNA	YHR146W	CRP1	856551
YHR195W	YHR195W_mRNA	YHR195W	NVJ1	856602
YCL065W	YCL065W_mRNA	YCL065W		
YKR006C	YKR006C_mRNA	YKR006C	MRPL13	853875
YGR075C	YGR075C_mRNA	YGR075C	PRP38	852966
YDR528W	YDR528W_mRNA	YDR528W	HLR1	852141
YCR020C	YCR020C_mRNA	YCR020C	PET18	850382
YKL073W	YKL073W_mRNA	YKL073W	LHS1	853789
YCL054W-A	YCL054W-A_mRNA	YCL054W-A	RDT1	23547378
YJL084C	YJL084C_mRNA	YJL084C	ALY2	853361
YER170W	YER170W_mRNA	YER170W	ADK2	856917
YBR149W	YBR149W_mRNA	YBR149W	ARA1	852446
YFR044C	YFR044C_mRNA	YFR044C	DUG1	850605
tE(UUC)Q	tE(UUC)Q_tRNA			
YDL138W	YDL138W_mRNA	YDL138W	RGT2	851417
YJL010C	YJL010C_mRNA	YJL010C	NOP9	853445
YGL153W	YGL153W_mRNA	YGL153W	PEX14	852724
YAL045C	YAL045C_mRNA	YAL045C		
YDL187C	YDL187C_mRNA	YDL187C		
YGL146C	YGL146C_mRNA	YGL146C	RRT6	852731
YCR011C	YCR011C_mRNA	YCR011C	ADP1	850369
YCL076W	YCL076W_mRNA	YCL076W		
YLL021W	YLL021W_mRNA	YLL021W	SPA2	850639
YBR193C	YBR193C_mRNA	YBR193C	MED8	852492
YPR180W	YPR180W_mRNA	YPR180W	AOS1	856310
YHR086W	YHR086W_mRNA	YHR086W	NAM8	856486
YDR545W	YDR545W_mRNA	YDR545W	YRF1-1	851189
YDR545W	YDR545W_mRNA	YDR545W	YRF1-1	852158
YDR545W	YDR545W_mRNA	YDR545W	YRF1-1	854577
YLR150W	YLR150W_mRNA	YLR150W	STM1	850843
YNR075W	YNR075W_mRNA	YNR075W	COS10	855812
YDR253C	YDR253C_mRNA	YDR253C	MET32	851840
YDL112W	YDL112W_mRNA	YDL112W	TRM3	851446
YGR237C	YGR237C_mRNA	YGR237C		853152
YNL309W	YNL309W_mRNA	YNL309W	STB1	855407
YNR015W	YNR015W_mRNA	YNR015W	SMM1	855749
YKL086W	YKL086W_mRNA	YKL086W	SRX1	853776
YPR151C	YPR151C_mRNA	YPR151C	SUE1	856274
YLR200W	YLR200W_mRNA	YLR200W	YKE2	850897
YJR115W	YJR115W_mRNA	YJR115W		853579
YGR085C	YGR085C_mRNA	YGR085C	RPL11B	852976
YNL008C	YNL008C_mRNA	YNL008C	ASI3	855724
YPR174C	YPR174C_mRNA	YPR174C		856304
YLR252W	YLR252W_mRNA	YLR252W		
YLR427W	YLR427W_mRNA	YLR427W	MAG2	851147
YGL240W	YGL240W_mRNA	YGL240W	DOC1	852611
YKL024C	YKL024C_mRNA	YKL024C	URA6	853844
YNL116W	YNL116W_mRNA	YNL116W	DMA2	855607
YDL142C	YDL142C_mRNA	YDL142C	CRD1	851413
YPR033C	YPR033C_mRNA	YPR033C	HTS1	856145
YNL165W	YNL165W_mRNA	YNL165W		855556
YGR157W	YGR157W_mRNA	YGR157W	CHO2	853061
YJR071W	YJR071W_mRNA	YJR071W		
YDR316W	YDR316W_mRNA	YDR316W	OMS1	851911
YDR157W	YDR157W_mRNA	YDR157W		
YCL004W	YCL004W_mRNA	YCL004W	PGS1	850352
YLR301W	YLR301W_mRNA	YLR301W	HRI1	851008
YOR032C	YOR032C_mRNA	YOR032C	HMS1	854197
YGR265W	YGR265W_mRNA	YGR265W		
YHR180W	YHR180W_mRNA	YHR180W		
YJL051W	YJL051W_mRNA	YJL051W	IRC8	853396
YIL071C	YIL071C_mRNA	YIL071C	PCI8	854739
YJR092W	YJR092W_mRNA	YJR092W	BUD4	853554
YDR428C	YDR428C_mRNA	YDR428C	BNA7	852038
YPR100W	YPR100W_mRNA	YPR100W	MRPL51	856214
YMR100W	YMR100W_mRNA	YMR100W	MUB1	855126
YDR246W	YDR246W_mRNA	YDR246W	TRS23	851833
YOR308C	YOR308C_mRNA	YOR308C	SNU66	854485
YNL234W	YNL234W_mRNA	YNL234W		855487
YDR354W	YDR354W_mRNA	YDR354W	TRP4	851956
YMR275C	YMR275C_mRNA	YMR275C	BUL1	855318
YIL064W	YIL064W_mRNA	YIL064W	EFM4	854746
YBR237W	YBR237W_mRNA	YBR237W	PRP5	852539
YPR057W	YPR057W_mRNA	YPR057W	BRR1	856170
tK(UUU)K	tK(UUU)K_tRNA			
YPL200W	YPL200W_mRNA	YPL200W	CSM4	855901
YBL106C	YBL106C_mRNA	YBL106C	SRO77	852168
YPL162C	YPL162C_mRNA	YPL162C		855941
YOR004W	YOR004W_mRNA	YOR004W	UTP23	854165
YPR080W	YPR080W_mRNA	YPR080W	TEF1	852415
YPR080W	YPR080W_mRNA	YPR080W	TEF1	856195
YPR004C	YPR004C_mRNA	YPR004C	AIM45	856112
YDR373W	YDR373W_mRNA	YDR373W	FRQ1	851979
YJR119C	YJR119C_mRNA	YJR119C	JHD2	853583
YGL210W	YGL210W_mRNA	YGL210W	YPT32	852662
YAR003W	YAR003W_mRNA	YAR003W	SWD1	851265
YJR060W	YJR060W_mRNA	YJR060W	CBF1	853523
YPR157W	YPR157W_mRNA	YPR157W	TDA6	856280
YNL041C	YNL041C_mRNA	YNL041C	COG6	855687
YDR343C	YDR343C_mRNA	YDR343C	HXT6	851944
YOR140W	YOR140W_mRNA	YOR140W	SFL1	854307
YIL128W	YIL128W_mRNA	YIL128W	MET18	854678
YDR264C	YDR264C_mRNA	YDR264C	AKR1	851857
YPR124W	YPR124W_mRNA	YPR124W	CTR1	856241
YOR266W	YOR266W_mRNA	YOR266W	PNT1	854440
YNR020C	YNR020C_mRNA	YNR020C	ATP23	
YKL063C	YKL063C_mRNA	YKL063C		853802
YOR202W	YOR202W_mRNA	YOR202W	HIS3	854377
YPR177C	YPR177C_mRNA	YPR177C		
tE(UUC)C	tE(UUC)C_tRNA			
YOR248W	YOR248W_mRNA	YOR248W		
YHR135C	YHR135C_mRNA	YHR135C	YCK1	856537
YKL138C	YKL138C_mRNA	YKL138C	MRPL31	853720
YJL011C	YJL011C_mRNA	YJL011C	RPC17	853442
YAL038W	YAL038W_mRNA	YAL038W	CDC19	851193
YGR152C	YGR152C_mRNA	YGR152C	RSR1	853056
YER141W	YER141W_mRNA	YER141W	COX15	856884
YEL004W	YEL004W_mRNA	YEL004W	YEA4	856714
YGR122C-A	YGR122C-A_mRNA	YGR122C-A		
YDL214C	YDL214C_mRNA	YDL214C	PRR2	851312
YFL050C	YFL050C_mRNA	YFL050C	ALR2	850494
YKR074W	YKR074W_mRNA	YKR074W	AIM29	853949
YDR501W	YDR501W_mRNA	YDR501W	PLM2	852112
YGR166W	YGR166W_mRNA	YGR166W	TRS65	853076
YBR155W	YBR155W_mRNA	YBR155W	CNS1	852452
YKL031W	YKL031W_mRNA	YKL031W		
YBR207W	YBR207W_mRNA	YBR207W	FTH1	852506
YKL221W	YKL221W_mRNA	YKL221W	MCH2	853659
YNL269W	YNL269W_mRNA	YNL269W	BSC4	855452
YOL011W	YOL011W_mRNA	YOL011W	PLB3	854151
YMR079W	YMR079W_mRNA	YMR079W	SEC14	855103
YFR049W	YFR049W_mRNA	YFR049W	YMR31	850610
YAL042W	YAL042W_mRNA	YAL042W	ERV46	851256
YHR056C	YHR056C_mRNA	YHR056C	RSC30	856453
YDL119C	YDL119C_mRNA	YDL119C	HEM25	851439
YLR030W	YLR030W_mRNA	YLR030W		850717
YOR008C	YOR008C_mRNA	YOR008C	SLG1	854170
YMR242W-A	YMR242W-A_mRNA	YMR242W-A		1466505
YHR105W	YHR105W_mRNA	YHR105W	YPT35	856505
YJL216C	YJL216C_mRNA	YJL216C	IMA5	853214
YOL166C	YOL166C_mRNA	YOL166C		
YLR414C	YLR414C_mRNA	YLR414C	PUN1	851132
YNR013C	YNR013C_mRNA	YNR013C	PHO91	855747
YHR100C	YHR100C_mRNA	YHR100C	GEP4	856500
YIL131C	YIL131C_mRNA	YIL131C	FKH1	854675
YLR144C	YLR144C_mRNA	YLR144C	ACF2	850836
YDL163W	YDL163W_mRNA	YDL163W		
YKL041W	YKL041W_mRNA	YKL041W	VPS24	853825
YHL036W	YHL036W_mRNA	YHL036W	MUP3	856349
YJL199C	YJL199C_mRNA	YJL199C	MBB1	
YGL222C	YGL222C_mRNA	YGL222C	EDC1	852650
YAL010C	YAL010C_mRNA	YAL010C	MDM10	851223
YOR119C	YOR119C_mRNA	YOR119C	RIO1	854286
YIL110W	YIL110W_mRNA	YIL110W	HPM1	854696
YKL100C	YKL100C_mRNA	YKL100C	YPF1	853761
YGR084C	YGR084C_mRNA	YGR084C	MRP13	852975
YNL170W	YNL170W_mRNA	YNL170W		
YGR230W	YGR230W_mRNA	YGR230W	BNS1	853145
YER043C	YER043C_mRNA	YER043C	SAH1	856766
YKL129C	YKL129C_mRNA	YKL129C	MYO3	853729
YDR198C	YDR198C_mRNA	YDR198C	RKM2	851779
YNL055C	YNL055C_mRNA	YNL055C	POR1	855669
YBR169C	YBR169C_mRNA	YBR169C	SSE2	852467
YNL213C	YNL213C_mRNA	YNL213C	RRG9	855508
YMR167W	YMR167W_mRNA	YMR167W	MLH1	855203
RME3	RME3_ncRNA			
tI(AAU)N1	tI(AAU)N1_tRNA			
YCL037C	YCL037C_mRNA	YCL037C	SRO9	850320
YDR294C	YDR294C_mRNA	YDR294C	DPL1	851888
YGL196W	YGL196W_mRNA	YGL196W	DSD1	852679
tT(AGU)D	tT(AGU)D_tRNA			
tF(GAA)D	tF(GAA)D_tRNA			
YOR130C	YOR130C_mRNA	YOR130C	ORT1	854297
YPR130C	YPR130C_mRNA	YPR130C		
YPL097W	YPL097W_mRNA	YPL097W	MSY1	856007
YER116C	YER116C_mRNA	YER116C	SLX8	856852
YDR180W	YDR180W_mRNA	YDR180W	SCC2	851761
YPL263C	YPL263C_mRNA	YPL263C	KEL3	855865
YDR448W	YDR448W_mRNA	YDR448W	ADA2	852059
YOR041C	YOR041C_mRNA	YOR041C		
YBR214W	YBR214W_mRNA	YBR214W	SDS24	852515
YOR251C	YOR251C_mRNA	YOR251C	TUM1	854425
YKR095W	YKR095W_mRNA	YKR095W	MLP1	853970
YEL018W	YEL018W_mRNA	YEL018W	EAF5	856696
YLR077W	YLR077W_mRNA	YLR077W	FMP25	850766
YOL035C	YOL035C_mRNA	YOL035C		
YHR093W	YHR093W_mRNA	YHR093W	AHT1	
YBR117C	YBR117C_mRNA	YBR117C	TKL2	852414
snR10	snR10_snoRNA			
YER123W	YER123W_mRNA	YER123W	YCK3	856860
