Gene stable ID	Transcript stable ID	Protein stable ID	Gene name	NCBI gene (formerly Entrezgene) ID
YDR330W	YDR330W_mRNA	YDR330W	UBX5	851930
YOR279C	YOR279C_mRNA	YOR279C	RFM1	854453
YIL125W	YIL125W_mRNA	YIL125W	KGD1	854681
YEL032C-A	YEL032C-A_mRNA	YEL032C-A		
YER167W	YER167W_mRNA	YER167W	BCK2	856914
YML031W	YML031W_mRNA	YML031W	NDC1	854977
ETS1-2	ETS1-2_rRNA			
YDR179W-A	YDR179W-A_mRNA	YDR179W-A	NVJ3	851760
YOL008W	YOL008W_mRNA	YOL008W	COQ10	854154
YBR278W	YBR278W_mRNA	YBR278W	DPB3	852580
YNL326C	YNL326C_mRNA	YNL326C	PFA3	855390
YDR213W	YDR213W_mRNA	YDR213W	UPC2	851799
YMR087W	YMR087W_mRNA	YMR087W		855112
YOR111W	YOR111W_mRNA	YOR111W		854278
YGL257C	YGL257C_mRNA	YGL257C	MNT2	852635
YMR220W	YMR220W_mRNA	YMR220W	ERG8	855260
YBR154C	YBR154C_mRNA	YBR154C	RPB5	852451
YBR191W-A	YBR191W-A_mRNA	YBR191W-A		
YIR017C	YIR017C_mRNA	YIR017C	MET28	854834
YHL028W	YHL028W_mRNA	YHL028W	WSC4	856357
YOR015W	YOR015W_mRNA	YOR015W		
YFR012W-A	YFR012W-A_mRNA	YFR012W-A		850566
YHL050W-A	YHL050W-A_mRNA	YHL050W-A		
YGR060W	YGR060W_mRNA	YGR060W	ERG25	852951
YGL206C	YGL206C_mRNA	YGL206C	CHC1	852666
YOR321W	YOR321W_mRNA	YOR321W	PMT3	854499
YHR081W	YHR081W_mRNA	YHR081W	LRP1	856481
YDR281C	YDR281C_mRNA	YDR281C	PHM6	851875
YER083C	YER083C_mRNA	YER083C	GET2	856817
YPL030W	YPL030W_mRNA	YPL030W	TRM44	856077
YHR071C-A	YHR071C-A_mRNA	YHR071C-A		
YPR162C	YPR162C_mRNA	YPR162C	ORC4	856291
YPL283W-B	YPL283W-B_mRNA	YPL283W-B		4594642
YMR138W	YMR138W_mRNA	YMR138W	CIN4	855169
YNL215W	YNL215W_mRNA	YNL215W	IES2	855506
YMR053C	YMR053C_mRNA	YMR053C	STB2	855075
YMR122W-A	YMR122W-A_mRNA	YMR122W-A		855152
YLR118C	YLR118C_mRNA	YLR118C		850809
YEL030W	YEL030W_mRNA	YEL030W	ECM10	856682
YFR038W	YFR038W_mRNA	YFR038W	IRC5	850599
YMR041C	YMR041C_mRNA	YMR041C	ARA2	855057
YGR058W	YGR058W_mRNA	YGR058W	PEF1	852949
YER153C	YER153C_mRNA	YER153C	PET122	856897
YGL195W	YGL195W_mRNA	YGL195W	GCN1	852680
YER137W-A	YER137W-A_mRNA	YER137W-A		
YNL225C	YNL225C_mRNA	YNL225C	CNM67	855496
YPR074W-A	YPR074W-A_mRNA	YPR074W-A		
YMR029C	YMR029C_mRNA	YMR029C	FAR8	855044
YMR092C	YMR092C_mRNA	YMR092C	AIP1	855117
YER113C	YER113C_mRNA	YER113C	TMN3	856849
YIL052C	YIL052C_mRNA	YIL052C	RPL34B	854759
YHL038C	YHL038C_mRNA	YHL038C	CBP2	856347
YGL192W	YGL192W_mRNA	YGL192W	IME4	852683
YIL078W	YIL078W_mRNA	YIL078W	THS1	854732
YLR036C	YLR036C_mRNA	YLR036C		850725
YOL057W	YOL057W_mRNA	YOL057W		854097
YPL104W	YPL104W_mRNA	YPL104W	MSD1	856000
YFR020W	YFR020W_mRNA	YFR020W	CSS2	850576
YLL009C	YLL009C_mRNA	YLL009C	COX17	850651
YNR044W	YNR044W_mRNA	YNR044W	AGA1	855780
YLL035W	YLL035W_mRNA	YLL035W	GRC3	850624
YOL157C	YOL157C_mRNA	YOL157C	IMA2	854008
tK(CUU)E1	tK(CUU)E1_tRNA			
YBL045C	YBL045C_mRNA	YBL045C	COR1	852235
YKL101W	YKL101W_mRNA	YKL101W	HSL1	853760
YMR291W	YMR291W_mRNA	YMR291W	TDA1	855336
YLR426W	YLR426W_mRNA	YLR426W	TDA5	851146
RDN37-1	RDN37-1_rRNA			
tL(CAA)L	tL(CAA)L_tRNA			
YOR347C	YOR347C_mRNA	YOR347C	PYK2	854529
YOR143C	YOR143C_mRNA	YOR143C	THI80	854314
YGR259C	YGR259C_mRNA	YGR259C		
YMR023C	YMR023C_mRNA	YMR023C	MSS1	855037
YLL049W	YLL049W_mRNA	YLL049W	LDB18	850677
YBL029W	YBL029W_mRNA	YBL029W		852252
YNR059W	YNR059W_mRNA	YNR059W	MNT4	855796
YGR071C	YGR071C_mRNA	YGR071C	ENV11	852962
YOL058W	YOL058W_mRNA	YOL058W	ARG1	854096
YEL015W	YEL015W_mRNA	YEL015W	EDC3	856700
YDR279W	YDR279W_mRNA	YDR279W	RNH202	851873
YNL235C	YNL235C_mRNA	YNL235C		
YKR035C	YKR035C_mRNA	YKR035C	OPI8	
YKR081C	YKR081C_mRNA	YKR081C	RPF2	853956
YBR221C	YBR221C_mRNA	YBR221C	PDB1	852522
YJR143C	YJR143C_mRNA	YJR143C	PMT4	853608
YPR078C	YPR078C_mRNA	YPR078C		856193
YDL173W	YDL173W_mRNA	YDL173W	PAR32	851381
YBR123C	YBR123C_mRNA	YBR123C	TFC1	852421
YJR073C	YJR073C_mRNA	YJR073C	OPI3	853536
YOR362C	YOR362C_mRNA	YOR362C	PRE10	854544
YOR249C	YOR249C_mRNA	YOR249C	APC5	854423
YKL185W	YKL185W_mRNA	YKL185W	ASH1	853650
YIL091C	YIL091C_mRNA	YIL091C	UTP25	854717
YFL040W	YFL040W_mRNA	YFL040W		850503
YKL080W	YKL080W_mRNA	YKL080W	VMA5	853782
YLR087C	YLR087C_mRNA	YLR087C	CSF1	850776
YIL073C	YIL073C_mRNA	YIL073C	SPO22	854737
YIL034C	YIL034C_mRNA	YIL034C	CAP2	854777
YDR522C	YDR522C_mRNA	YDR522C	SPS2	852134
YKL093W	YKL093W_mRNA	YKL093W	MBR1	853769
YDR400W	YDR400W_mRNA	YDR400W	URH1	852009
YJL211C	YJL211C_mRNA	YJL211C		
YAR008W	YAR008W_mRNA	YAR008W	SEN34	851267
YJL225C	YJL225C_mRNA	YJL225C		853231
YFR010W	YFR010W_mRNA	YFR010W	UBP6	850562
YMR258C	YMR258C_mRNA	YMR258C	ROY1	855300
YOR013W	YOR013W_mRNA	YOR013W	IRC11	
tC(GCA)G	tC(GCA)G_tRNA			
YCR045C	YCR045C_mRNA	YCR045C	RRT12	850412
YJL007C	YJL007C_mRNA	YJL007C		
YDL141W	YDL141W_mRNA	YDL141W	BPL1	851414
YIR041W	YIR041W_mRNA	YIR041W	PAU15	854859
YHR008C	YHR008C_mRNA	YHR008C	SOD2	856399
YJL122W	YJL122W_mRNA	YJL122W	ALB1	853320
YKL152C	YKL152C_mRNA	YKL152C	GPM1	853705
YLR137W	YLR137W_mRNA	YLR137W	RKM5	850828
YOR123C	YOR123C_mRNA	YOR123C	LEO1	854290
YHR032W	YHR032W_mRNA	YHR032W	ERC1	856427
YDL105W	YDL105W_mRNA	YDL105W	NSE4	851453
YPL096W	YPL096W_mRNA	YPL096W	PNG1	856009
tD(GUC)J1	tD(GUC)J1_tRNA			
YOL052C-A	YOL052C-A_mRNA	YOL052C-A	DDR2	854104
YDR318W	YDR318W_mRNA	YDR318W	MCM21	851916
YIL037C	YIL037C_mRNA	YIL037C	PRM2	854774
YDR481C	YDR481C_mRNA	YDR481C	PHO8	852092
YIL142W	YIL142W_mRNA	YIL142W	CCT2	854664
YJL198W	YJL198W_mRNA	YJL198W	PHO90	853241
YER130C	YER130C_mRNA	YER130C	COM2	856867
YNL222W	YNL222W_mRNA	YNL222W	SSU72	855499
YNL260C	YNL260C_mRNA	YNL260C	LTO1	855461
YNL156C	YNL156C_mRNA	YNL156C	NSG2	855566
YKL197C	YKL197C_mRNA	YKL197C	PEX1	853636
YOR390W	YOR390W_mRNA	YOR390W	FEX1	854572
YER138W-A	YER138W-A_mRNA	YER138W-A		856881
Q0120	Q0120_mRNA	Q0120	BI4	854582
YFL034C-A	YFL034C-A_mRNA	YFL034C-A	RPL22B	850509
YFR012W	YFR012W_mRNA	YFR012W	DCV1	850565
YGL083W	YGL083W_mRNA	YGL083W	SCY1	852797
YML084W	YML084W_mRNA	YML084W		
ITS1-1	ITS1-1_rRNA			
YOL077C	YOL077C_mRNA	YOL077C	BRX1	854078
YOR291W	YOR291W_mRNA	YOR291W	YPK9	854466
YMR304C-A	YMR304C-A_mRNA	YMR304C-A		
YNL279W	YNL279W_mRNA	YNL279W	PRM1	855442
YNL281W	YNL281W_mRNA	YNL281W	HCH1	855440
YLR420W	YLR420W_mRNA	YLR420W	URA4	851139
YGL198W	YGL198W_mRNA	YGL198W	YIP4	852676
YCR061W	YCR061W_mRNA	YCR061W		850425
YPR145C-A	YPR145C-A_mRNA	YPR145C-A		3799978
YMR185W	YMR185W_mRNA	YMR185W	RTP1	855223
YMR278W	YMR278W_mRNA	YMR278W	PRM15	855321
YML111W	YML111W_mRNA	YML111W	BUL2	854929
YCR040W	YCR040W_mRNA	YCR040W	MATALPHA1	850407
YCR040W	YCR040W_mRNA	YCR040W	MATALPHA1	850293
YJL125C	YJL125C_mRNA	YJL125C	GCD14	853317
YGL218W	YGL218W_mRNA	YGL218W		
YPR052C	YPR052C_mRNA	YPR052C	NHP6A	856165
YDR390C	YDR390C_mRNA	YDR390C	UBA2	851998
tR(UCU)G1	tR(UCU)G1_tRNA			
YML002W	YML002W_mRNA	YML002W		855011
YBR085C-A	YBR085C-A_mRNA	YBR085C-A		852381
YER158C	YER158C_mRNA	YER158C		856903
YLR268W	YLR268W_mRNA	YLR268W	SEC22	850973
YFL017C	YFL017C_mRNA	YFL017C	GNA1	850529
YGR143W	YGR143W_mRNA	YGR143W	SKN1	853045
YLR466C-A	YLR466C-A_mRNA	YLR466C-A		
YHL022C	YHL022C_mRNA	YHL022C	SPO11	856364
YDL122W	YDL122W_mRNA	YDL122W	UBP1	851435
YHR165W-A	YHR165W-A_mRNA	YHR165W-A		
YCR106W	YCR106W_mRNA	YCR106W	RDS1	850470
YBR020W	YBR020W_mRNA	YBR020W	GAL1	852308
YMR108W	YMR108W_mRNA	YMR108W	ILV2	855135
YDR420W	YDR420W_mRNA	YDR420W	HKR1	852030
YNL053W	YNL053W_mRNA	YNL053W	MSG5	855674
YKR106W	YKR106W_mRNA	YKR106W	GEX2	853981
YDR486C	YDR486C_mRNA	YDR486C	VPS60	852097
YBR262C	YBR262C_mRNA	YBR262C		852566
YGR221C	YGR221C_mRNA	YGR221C	TOS2	853136
YJL144W	YJL144W_mRNA	YJL144W		853297
snR59	snR59_snoRNA			
YER068W	YER068W_mRNA	YER068W	MOT2	856799
YOR030W	YOR030W_mRNA	YOR030W	DFG16	854195
YBR233W	YBR233W_mRNA	YBR233W	PBP2	852533
YBR195C	YBR195C_mRNA	YBR195C	MSI1	852494
YLR041W	YLR041W_mRNA	YLR041W		
YLL012W	YLL012W_mRNA	YLL012W	YEH1	850648
YGL130W	YGL130W_mRNA	YGL130W	CEG1	852747
YDR323C	YDR323C_mRNA	YDR323C	PEP7	851923
YOR319W	YOR319W_mRNA	YOR319W	HSH49	854497
YNL236W	YNL236W_mRNA	YNL236W	SIN4	855485
YPL265W	YPL265W_mRNA	YPL265W	DIP5	855863
YBR300C	YBR300C_mRNA	YBR300C		
YGL042C	YGL042C_mRNA	YGL042C		
YCL047C	YCL047C_mRNA	YCL047C	POF1	850310
YNR001W-A	YNR001W-A_mRNA	YNR001W-A		
YLR022C	YLR022C_mRNA	YLR022C	SDO1	850709
YIL177W-A	YIL177W-A_mRNA	YIL177W-A		
YMR035W	YMR035W_mRNA	YMR035W	IMP2	855051
YHR083W	YHR083W_mRNA	YHR083W	SAM35	856483
YGR090W	YGR090W_mRNA	YGR090W	UTP22	852982
YEL020C-B	YEL020C-B_mRNA	YEL020C-B		
YLR382C	YLR382C_mRNA	YLR382C	NAM2	851098
tK(UUU)L	tK(UUU)L_tRNA			
YNL327W	YNL327W_mRNA	YNL327W	EGT2	855389
YLR273C	YLR273C_mRNA	YLR273C	PIG1	850979
YML009W-B	YML009W-B_mRNA	YML009W-B		
YLR172C	YLR172C_mRNA	YLR172C	DPH5	850869
YER119C	YER119C_mRNA	YER119C	AVT6	856855
YOL077W-A	YOL077W-A_mRNA	YOL077W-A	ATP19	854077
YPL080C	YPL080C_mRNA	YPL080C		
YKR076W	YKR076W_mRNA	YKR076W	ECM4	853951
tR(ACG)L	tR(ACG)L_tRNA			
YDR242W	YDR242W_mRNA	YDR242W	AMD2	851829
YOR282W	YOR282W_mRNA	YOR282W		
YCL058W-A	YCL058W-A_mRNA	YCL058W-A	ADF1	3289591
YOL021C	YOL021C_mRNA	YOL021C	DIS3	854138
YJL207C	YJL207C_mRNA	YJL207C	LAA1	853223
YNR018W	YNR018W_mRNA	YNR018W	RCF2	855752
YLR154W-F	YLR154W-F_mRNA	YLR154W-F		
YPL148C	YPL148C_mRNA	YPL148C	PPT2	855955
YIL023C	YIL023C_mRNA	YIL023C	YKE4	854789
YGR121W-A	YGR121W-A_mRNA	YGR121W-A		1466458
YDR072C	YDR072C_mRNA	YDR072C	IPT1	851644
YNL198C	YNL198C_mRNA	YNL198C		
YER064C	YER064C_mRNA	YER064C	VHR2	856793
YLR374C	YLR374C_mRNA	YLR374C		
YLR315W	YLR315W_mRNA	YLR315W	NKP2	851025
YOL130W	YOL130W_mRNA	YOL130W	ALR1	853990
YGR206W	YGR206W_mRNA	YGR206W	MVB12	853120
YMR175W	YMR175W_mRNA	YMR175W	SIP18	855213
YFL061W	YFL061W_mRNA	YFL061W	DDI2	855381
YFL061W	YFL061W_mRNA	YFL061W	DDI2	850483
YER147C	YER147C_mRNA	YER147C	SCC4	856890
YKR028W	YKR028W_mRNA	YKR028W	SAP190	853899
YNL271C	YNL271C_mRNA	YNL271C	BNI1	855450
tT(AGU)N1	tT(AGU)N1_tRNA			
YLR444C	YLR444C_mRNA	YLR444C		
YBR072C-A	YBR072C-A_mRNA	YBR072C-A		1466444
YDR346C	YDR346C_mRNA	YDR346C	SVF1	851947
YMR270C	YMR270C_mRNA	YMR270C	RRN9	855312
YOL136C	YOL136C_mRNA	YOL136C	PFK27	853984
YIL020C	YIL020C_mRNA	YIL020C	HIS6	854792
YOL083W	YOL083W_mRNA	YOL083W	ATG34	854071
YCR075W-A	YCR075W-A_mRNA	YCR075W-A	EGO2	1466399
tM(CAU)J2	tM(CAU)J2_tRNA		EMT3	
tA(AGC)M1	tA(AGC)M1_tRNA			
YNL070W	YNL070W_mRNA	YNL070W	TOM7	855654
tD(GUC)N	tD(GUC)N_tRNA			
Q0110	Q0110_mRNA	Q0110	BI2	854604
YFL037W	YFL037W_mRNA	YFL037W	TUB2	850506
YJR078W	YJR078W_mRNA	YJR078W	BNA2	853541
YPL005W	YPL005W_mRNA	YPL005W	AEP3	856102
YER085C	YER085C_mRNA	YER085C		856818
YJL059W	YJL059W_mRNA	YJL059W	YHC3	853387
YDL091C	YDL091C_mRNA	YDL091C	UBX3	851467
YGR068W-A	YGR068W-A_mRNA	YGR068W-A		
tA(AGC)K2	tA(AGC)K2_tRNA			
YEL050W-A	YEL050W-A_mRNA	YEL050W-A		
YGL119W	YGL119W_mRNA	YGL119W	COQ8	852758
YOR040W	YOR040W_mRNA	YOR040W	GLO4	854205
tL(UAA)B1	tL(UAA)B1_tRNA			
YIL135C	YIL135C_mRNA	YIL135C	VHS2	854671
YHR104W	YHR104W_mRNA	YHR104W	GRE3	856504
YJL143W	YJL143W_mRNA	YJL143W	TIM17	853298
YAL004W	YAL004W_mRNA	YAL004W		
YDL074C	YDL074C_mRNA	YDL074C	BRE1	851485
YJR124C	YJR124C_mRNA	YJR124C		853588
YPL139C	YPL139C_mRNA	YPL139C	UME1	855964
YMR043W	YMR043W_mRNA	YMR043W	MCM1	855060
YLR174W	YLR174W_mRNA	YLR174W	IDP2	850871
YIR024C	YIR024C_mRNA	YIR024C		854842
YER065C	YER065C_mRNA	YER065C	ICL1	856794
YEL029C	YEL029C_mRNA	YEL029C	BUD16	856683
YCR102C	YCR102C_mRNA	YCR102C		850466
YKR009C	YKR009C_mRNA	YKR009C	FOX2	853878
YJR059W	YJR059W_mRNA	YJR059W	PTK2	853522
YOR110W	YOR110W_mRNA	YOR110W	TFC7	854277
YER151C	YER151C_mRNA	YER151C	UBP3	856895
YIL093C	YIL093C_mRNA	YIL093C	RSM25	854715
YGL054C	YGL054C_mRNA	YGL054C	ERV14	852826
YHR213W-B	YHR213W-B_mRNA	YHR213W-B		1466533
YML054C-A	YML054C-A_mRNA	YML054C-A		1466497
YBL109W	YBL109W_mRNA	YBL109W		
YPL128C	YPL128C_mRNA	YPL128C	TBF1	855975
YER136W	YER136W_mRNA	YER136W	GDI1	856876
YDL211C	YDL211C_mRNA	YDL211C		851315
YDR261C	YDR261C_mRNA	YDR261C	EXG2	851848
YJL217W	YJL217W_mRNA	YJL217W	REE1	853238
YNL255C	YNL255C_mRNA	YNL255C	GIS2	855466
YJR076C	YJR076C_mRNA	YJR076C	CDC11	853539
YGL044C	YGL044C_mRNA	YGL044C	RNA15	852838
YNL051W	YNL051W_mRNA	YNL051W	COG5	855676
YNL148C	YNL148C_mRNA	YNL148C	ALF1	855574
YLL019W-A	YLL019W-A_mRNA	YLL019W-A		
YMR107W	YMR107W_mRNA	YMR107W	SPG4	855134
YNR075C-A	YNR075C-A_mRNA	YNR075C-A		1466517
YDL147W	YDL147W_mRNA	YDL147W	RPN5	851408
YDL081C	YDL081C_mRNA	YDL081C	RPP1A	851478
YOR294W	YOR294W_mRNA	YOR294W	RRS1	854469
YLR258W	YLR258W_mRNA	YLR258W	GSY2	850962
YOR288C	YOR288C_mRNA	YOR288C	MPD1	854462
YDR283C	YDR283C_mRNA	YDR283C	GCN2	851877
YIL099W	YIL099W_mRNA	YIL099W	SGA1	854708
YBL104C	YBL104C_mRNA	YBL104C	SEA4	852170
YLR330W	YLR330W_mRNA	YLR330W	CHS5	851041
YLR244C	YLR244C_mRNA	YLR244C	MAP1	850945
YHL034W-A	YHL034W-A_mRNA	YHL034W-A		
YDR340W	YDR340W_mRNA	YDR340W		
YIL020C-A	YIL020C-A_mRNA	YIL020C-A		
YGL229C	YGL229C_mRNA	YGL229C	SAP4	852622
YMR316C-B	YMR316C-B_mRNA	YMR316C-B		
YBR157C	YBR157C_mRNA	YBR157C	ICS2	852454
YGR055W	YGR055W_mRNA	YGR055W	MUP1	852946
YLR299C-A	YLR299C-A_mRNA	YLR299C-A		
tV(CAC)D	tV(CAC)D_tRNA			
YDL108W	YDL108W_mRNA	YDL108W	KIN28	851450
YGR072W	YGR072W_mRNA	YGR072W	UPF3	852963
YKL068W	YKL068W_mRNA	YKL068W	NUP100	853796
YDR313C	YDR313C_mRNA	YDR313C	PIB1	851908
YPL271W	YPL271W_mRNA	YPL271W	ATP15	855857
YCR019W	YCR019W_mRNA	YCR019W	MAK32	850381
YBL017C	YBL017C_mRNA	YBL017C	PEP1	852264
YDR496C	YDR496C_mRNA	YDR496C	PUF6	852107
YPL027W	YPL027W_mRNA	YPL027W	SMA1	856080
YMR279C	YMR279C_mRNA	YMR279C		855322
YJL222W-B	YJL222W-B_mRNA	YJL222W-B		
YCL007C	YCL007C_mRNA	YCL007C		
YHR019C	YHR019C_mRNA	YHR019C	DED81	856412
YLL041C	YLL041C_mRNA	YLL041C	SDH2	850685
YCR033W	YCR033W_mRNA	YCR033W	SNT1	850399
YAR002C-A	YAR002C-A_mRNA	YAR002C-A	ERP1	851264
YNL085W	YNL085W_mRNA	YNL085W	MKT1	855639
YBR289W	YBR289W_mRNA	YBR289W	SNF5	852592
YPL076W	YPL076W_mRNA	YPL076W	GPI2	856029
YPL100W	YPL100W_mRNA	YPL100W	ATG21	856004
YBR035C	YBR035C_mRNA	YBR035C	PDX3	852323
YER079W	YER079W_mRNA	YER079W		856812
YMR244W	YMR244W_mRNA	YMR244W		855285
YCL005W-A	YCL005W-A_mRNA	YCL005W-A	VMA9	2732686
YLR053C	YLR053C_mRNA	YLR053C		850742
YDR537C	YDR537C_mRNA	YDR537C		
YIL019W	YIL019W_mRNA	YIL019W	FAF1	854793
YDL205C	YDL205C_mRNA	YDL205C	HEM3	851322
YML126C	YML126C_mRNA	YML126C	ERG13	854913
YDL054C	YDL054C_mRNA	YDL054C	MCH1	851506
YLR232W	YLR232W_mRNA	YLR232W		
YLR086W	YLR086W_mRNA	YLR086W	SMC4	850775
YNL037C	YNL037C_mRNA	YNL037C	IDH1	855691
YHR202W	YHR202W_mRNA	YHR202W		856609
YMR184W	YMR184W_mRNA	YMR184W	ADD37	855222
YFR046C	YFR046C_mRNA	YFR046C	CNN1	850607
YGL067W	YGL067W_mRNA	YGL067W	NPY1	852813
tP(UGG)H	tP(UGG)H_tRNA		SUF8	
YLR298C	YLR298C_mRNA	YLR298C	YHC1	851005
YHL016C	YHL016C_mRNA	YHL016C	DUR3	856370
YDR531W	YDR531W_mRNA	YDR531W	CAB1	852144
tG(GCC)D1	tG(GCC)D1_tRNA			
YER023W	YER023W_mRNA	YER023W	PRO3	856744
YGR151C	YGR151C_mRNA	YGR151C		
YOL099C	YOL099C_mRNA	YOL099C		
YBR152W	YBR152W_mRNA	YBR152W	SPP381	852449
YDR226W	YDR226W_mRNA	YDR226W	ADK1	851812
YGL034C	YGL034C_mRNA	YGL034C		
YPR011C	YPR011C_mRNA	YPR011C		856121
tD(GUC)J2	tD(GUC)J2_tRNA			
YLR283W	YLR283W_mRNA	YLR283W		850988
YDL133C-A	YDL133C-A_mRNA	YDL133C-A	RPL41B	851344
YDL133C-A	YDL133C-A_mRNA	YDL133C-A	RPL41B	851422
YOR182C	YOR182C_mRNA	YOR182C	RPS30B	854354
YOR182C	YOR182C_mRNA	YOR182C	RPS30B	850994
YIL083C	YIL083C_mRNA	YIL083C	CAB2	854726
YHR044C	YHR044C_mRNA	YHR044C	DOG1	856440
YDR188W	YDR188W_mRNA	YDR188W	CCT6	851768
tS(UGA)Q2	tS(UGA)Q2_tRNA			
YOR219C	YOR219C_mRNA	YOR219C	STE13	854394
YGR292W	YGR292W_mRNA	YGR292W	MAL12	853209
YHR140W	YHR140W_mRNA	YHR140W		856543
YHR072W-A	YHR072W-A_mRNA	YHR072W-A	NOP10	856471
YDL237W	YDL237W_mRNA	YDL237W	AIM6	851361
YDR524C	YDR524C_mRNA	YDR524C	AGE1	852136
YPR038W	YPR038W_mRNA	YPR038W	IRC16	
YLR238W	YLR238W_mRNA	YLR238W	FAR10	850939
YGR184C	YGR184C_mRNA	YGR184C	UBR1	853096
YMR010W	YMR010W_mRNA	YMR010W	ANY1	855022
YCR048W	YCR048W_mRNA	YCR048W	ARE1	850415
YGR024C	YGR024C_mRNA	YGR024C	THG1	852908
YGL237C	YGL237C_mRNA	YGL237C	HAP2	852614
YPR045C	YPR045C_mRNA	YPR045C	THP3	856158
YPL033C	YPL033C_mRNA	YPL033C	SRL4	856074
YER024W	YER024W_mRNA	YER024W	YAT2	856745
YHR210C	YHR210C_mRNA	YHR210C		856617
YKL092C	YKL092C_mRNA	YKL092C	BUD2	853770
tV(AAC)G1	tV(AAC)G1_tRNA			
YDR189W	YDR189W_mRNA	YDR189W	SLY1	851770
YJL047C-A	YJL047C-A_mRNA	YJL047C-A		1466468
YMR165C	YMR165C_mRNA	YMR165C	PAH1	855201
YGR062C	YGR062C_mRNA	YGR062C	COX18	852953
YGL161C	YGL161C_mRNA	YGL161C	YIP5	852715
YMR206W	YMR206W_mRNA	YMR206W		855246
YMR019W	YMR019W_mRNA	YMR019W	STB4	855033
YCR073C	YCR073C_mRNA	YCR073C	SSK22	850436
tI(AAU)N2	tI(AAU)N2_tRNA			
YBR127C	YBR127C_mRNA	YBR127C	VMA2	852424
YPR136C	YPR136C_mRNA	YPR136C		
YGR076C	YGR076C_mRNA	YGR076C	MRPL25	852967
YOR232W	YOR232W_mRNA	YOR232W	MGE1	854407
tT(AGU)J	tT(AGU)J_tRNA			
YML012C-A	YML012C-A_mRNA	YML012C-A		
YNL068C	YNL068C_mRNA	YNL068C	FKH2	855656
tA(AGC)H	tA(AGC)H_tRNA			
snR39	snR39_snoRNA			
YMR123W	YMR123W_mRNA	YMR123W	PKR1	855153
YJL100W	YJL100W_mRNA	YJL100W	LSB6	853345
YOL061W	YOL061W_mRNA	YOL061W	PRS5	854093
YJL206C	YJL206C_mRNA	YJL206C		853224
YKL222C	YKL222C_mRNA	YKL222C		853658
YHR032W-A	YHR032W-A_mRNA	YHR032W-A		
YJL005W	YJL005W_mRNA	YJL005W	CYR1	853452
YLL059C	YLL059C_mRNA	YLL059C		
YHR139C	YHR139C_mRNA	YHR139C	SPS100	856541
YPL239W	YPL239W_mRNA	YPL239W	YAR1	855837
YMR170C	YMR170C_mRNA	YMR170C	ALD2	855206
YDR090C	YDR090C_mRNA	YDR090C		851664
RUF5-1	RUF5-1_ncRNA			
YOL092W	YOL092W_mRNA	YOL092W	YPQ1	854061
YCL018W	YCL018W_mRNA	YCL018W	LEU2	850342
YBL023C	YBL023C_mRNA	YBL023C	MCM2	852258
YDR161W	YDR161W_mRNA	YDR161W	ACL4	851739
YLR048W	YLR048W_mRNA	YLR048W	RPS0B	850737
tG(GCC)J1	tG(GCC)J1_tRNA			
YMR280C	YMR280C_mRNA	YMR280C	CAT8	855323
YBL044W	YBL044W_mRNA	YBL044W		852236
YPL118W	YPL118W_mRNA	YPL118W	MRP51	855985
YEL025C	YEL025C_mRNA	YEL025C		856688
tL(UAA)J	tL(UAA)J_tRNA		SUP51	
YNR077C	YNR077C_mRNA	YNR077C		855814
YNR022C	YNR022C_mRNA	YNR022C	MRPL50	855756
YBR017C	YBR017C_mRNA	YBR017C	KAP104	852305
YJR126C	YJR126C_mRNA	YJR126C	VPS70	853590
YDR376W	YDR376W_mRNA	YDR376W	ARH1	851982
YKL120W	YKL120W_mRNA	YKL120W	OAC1	853739
YDR450W	YDR450W_mRNA	YDR450W	RPS18A	854982
YDR450W	YDR450W_mRNA	YDR450W	RPS18A	852061
tE(UUC)J	tE(UUC)J_tRNA			
YBR079C	YBR079C_mRNA	YBR079C	RPG1	852371
YDR402C	YDR402C_mRNA	YDR402C	DIT2	852011
YHR155W	YHR155W_mRNA	YHR155W	LAM1	856560
YHR211W	YHR211W_mRNA	YHR211W	FLO5	856618
YBR137W	YBR137W_mRNA	YBR137W		852434
YGR049W	YGR049W_mRNA	YGR049W	SCM4	852940
YJL026C-A	YJL026C-A_mRNA	YJL026C-A		
YPR075C	YPR075C_mRNA	YPR075C	OPY2	856191
YNL259C	YNL259C_mRNA	YNL259C	ATX1	855462
YOR162C	YOR162C_mRNA	YOR162C	YRR1	854333
YOR158W	YOR158W_mRNA	YOR158W	PET123	854329
YHL012W	YHL012W_mRNA	YHL012W		856374
YAL026C-A	YAL026C-A_mRNA	YAL026C-A		
YDR257C	YDR257C_mRNA	YDR257C	RKM4	851844
YGL062W	YGL062W_mRNA	YGL062W	PYC1	852818
YIR030C	YIR030C_mRNA	YIR030C	DCG1	854848
YGL103W	YGL103W_mRNA	YGL103W	RPL28	852775
IRT1	IRT1_ncRNA			
YML037C	YML037C_mRNA	YML037C		854971
YGR124W	YGR124W_mRNA	YGR124W	ASN2	853025
YGR294W	YGR294W_mRNA	YGR294W	PAU12	853210
YBR291C	YBR291C_mRNA	YBR291C	CTP1	852594
YOL032W	YOL032W_mRNA	YOL032W	OPI10	854125
YPL222W	YPL222W_mRNA	YPL222W	FMP40	855879
YIL059C	YIL059C_mRNA	YIL059C		
YMR219W	YMR219W_mRNA	YMR219W	ESC1	855259
